Recency,Frequency,MonetaryValue,RFM_Segment,ClusterLabel
21,8,166.08,3.01.01.0,Dormant
12,232,3945.0,4.04.04.0,Champions
25,259,4867.72,3.04.04.0,Champions
37,44,1207.56,3.03.03.0,Regulars
277,22,117.55,1.02.01.0,Dormant
11,91,2638.94,4.03.04.0,Champions
73,82,1674.69,2.03.04.0,Regulars
26,19,595.42,3.02.02.0,Regulars
17,158,2999.46,4.04.04.0,Champions
141,45,196.0,2.03.01.0,Dormant
26,86,1802.91,3.03.04.0,Regulars
19,43,604.64,3.03.02.0,Regulars
4,18,728.16,4.02.03.0,Regulars
66,117,2055.51,2.04.04.0,Regulars
1,15,347.75,4.01.02.0,Regulars
43,68,3406.7200000000003,3.03.04.0,Regulars
228,11,205.7,1.01.01.0,Dormant
16,53,1572.71,4.03.03.0,Regulars
50,110,3178.17,3.04.04.0,Champions
2,227,1629.12,4.04.03.0,Champions
74,27,551.04,2.02.02.0,Regulars
1,705,20374.28,4.04.04.0,Champions
4,78,1387.68,4.03.03.0,Champions
2,304,16363.23,4.04.04.0,Champions
264,16,298.11,1.01.01.0,Dormant
53,30,1992.1100000000001,2.02.04.0,Regulars
24,11,184.4,3.01.01.0,Dormant
10,118,2474.33,4.04.04.0,Champions
44,15,239.41,3.01.01.0,Dormant
17,130,3191.53,4.04.04.0,Champions
7,286,5739.46,4.04.04.0,Champions
30,256,4757.95,3.04.04.0,Champions
358,19,290.40000000000003,1.02.01.0,Dormant
127,46,740.9399999999999,2.03.03.0,Regulars
137,16,200.47,2.01.01.0,Dormant
142,15,283.12,2.01.01.0,Dormant
132,35,765.34,2.02.03.0,Regulars
38,115,2285.71,3.04.04.0,Regulars
236,19,338.95,1.02.02.0,Dormant
261,8,154.95,1.01.01.0,Dormant
17,142,2534.64,4.04.04.0,Champions
253,24,417.95,1.02.02.0,Dormant
30,74,1824.37,3.03.04.0,Regulars
35,55,798.74,3.03.03.0,Regulars
169,31,885.19,1.02.03.0,Regulars
3,103,1823.52,4.04.04.0,Champions
4,382,10504.49,4.04.04.0,Champions
185,5,152.4,1.01.01.0,Dormant
188,35,267.08,1.02.01.0,Dormant
170,7,137.45,1.01.01.0,Dormant
11,23,385.1,4.02.02.0,Regulars
45,29,522.91,3.02.02.0,Regulars
321,10,153.0,1.01.01.0,Dormant
201,1,326.4,1.01.02.0,Dormant
23,245,5655.99,3.04.04.0,Champions
232,6,139.35,1.01.01.0,Dormant
38,274,5396.04,3.04.04.0,Champions
26,50,1195.94,3.03.03.0,Regulars
96,115,2424.04,2.04.04.0,Regulars
127,10,3276.4000000000005,2.01.04.0,Regulars
71,40,1033.0,2.02.03.0,Regulars
16,192,3439.08,4.04.04.0,Champions
15,66,1060.25,4.03.03.0,Regulars
4,165,2876.01,4.04.04.0,Champions
3,218,5298.4800000000005,4.04.04.0,Champions
79,67,1240.11,2.03.03.0,Regulars
373,18,303.97,1.02.01.0,Dormant
39,35,692.19,3.02.03.0,Regulars
54,43,700.63,2.03.03.0,Regulars
2,690,13110.02,4.04.04.0,Champions
9,25,377.44,4.02.02.0,Regulars
9,10,168.24,4.01.01.0,Dormant
19,97,1879.05,3.03.04.0,Champions
12,47,2791.35,4.03.04.0,Champions
113,15,355.11,2.01.02.0,Dormant
4,136,2322.4,4.04.04.0,Champions
240,6,110.25,1.01.01.0,Dormant
113,1,71.4,2.01.01.0,Dormant
178,35,674.52,1.02.03.0,Regulars
5,193,1797.57,4.04.04.0,Champions
359,1,80.64,1.01.01.0,Dormant
1,92,1772.26,4.03.04.0,Champions
1,741,5605.29,4.04.04.0,Champions
19,412,3456.7000000000003,3.04.04.0,Champions
17,95,834.99,4.03.03.0,Regulars
22,25,287.59,3.02.01.0,Regulars
33,19,712.78,3.02.03.0,Regulars
263,1,15.0,1.01.01.0,Dormant
51,75,818.8199999999999,3.03.03.0,Regulars
159,57,371.88,1.03.02.0,Regulars
15,21,271.2,4.02.01.0,Regulars
8,105,2273.1800000000003,4.04.04.0,Champions
13,310,3997.98,4.04.04.0,Champions
199,38,1143.27,1.02.03.0,Regulars
57,54,245.81,2.03.01.0,Regulars
11,53,182.77,4.03.01.0,Regulars
97,156,1225.41,2.04.03.0,Regulars
255,3,56.4,1.01.01.0,Dormant
25,194,665.86,3.04.02.0,Regulars
21,82,658.57,3.03.02.0,Regulars
159,12,188.02,1.01.01.0,Dormant
72,67,283.47,2.03.01.0,Regulars
53,13,131.94,2.01.01.0,Dormant
85,72,278.74,2.03.01.0,Regulars
153,134,1865.19,1.04.04.0,Regulars
74,5,1117.9,2.01.03.0,Dormant
281,14,225.9,1.01.01.0,Dormant
27,190,1965.55,3.04.04.0,Champions
30,10,106.1,3.01.01.0,Dormant
25,58,323.04,3.03.02.0,Regulars
180,46,350.39,1.03.02.0,Dormant
40,82,697.9,3.03.03.0,Regulars
22,111,780.43,3.04.03.0,Regulars
22,408,3055.93,3.04.04.0,Champions
37,104,1199.01,3.04.03.0,Regulars
82,140,1285.04,2.04.03.0,Regulars
74,10,512.31,2.01.02.0,Dormant
11,43,546.04,4.03.02.0,Regulars
16,61,5411.91,4.03.04.0,Champions
4,851,7837.7300000000005,4.04.04.0,Champions
13,141,732.16,4.04.03.0,Regulars
14,371,1770.8799999999999,4.04.04.0,Champions
37,17,36.56,3.01.01.0,Dormant
4,33,387.68,4.02.02.0,Regulars
72,48,3704.87,2.03.04.0,Regulars
51,13,298.4,3.01.01.0,Dormant
5,220,1995.46,4.04.04.0,Champions
23,67,1820.09,3.03.04.0,Regulars
299,30,889.24,1.02.03.0,Dormant
2,23,398.7,4.02.02.0,Regulars
33,2,35.400000000000006,3.01.01.0,Dormant
50,61,155.37,3.03.01.0,Regulars
3,61,350.64,4.03.02.0,Regulars
47,24,110.21000000000001,3.02.01.0,Dormant
42,169,1593.38,3.04.03.0,Regulars
27,121,2779.3,3.04.04.0,Champions
42,56,338.8,3.03.02.0,Regulars
2,7847,40991.57,4.04.04.0,Champions
303,37,205.48,1.02.01.0,Dormant
107,5,51.559999999999995,2.01.01.0,Dormant
85,1,2033.1,2.01.04.0,Dormant
81,51,901.1999999999999,2.03.03.0,Regulars
218,26,605.8000000000001,1.02.02.0,Dormant
372,297,5391.21,1.04.04.0,Regulars
12,24,114.34,4.02.01.0,Regulars
185,15,311.26,1.01.02.0,Dormant
373,17,208.97,1.01.01.0,Dormant
2,15,1418.03,4.01.03.0,Regulars
4,54,26879.04,4.03.04.0,Champions
6,199,5155.66,4.04.04.0,Champions
305,25,148.21,1.02.01.0,Dormant
369,58,252.8,1.03.01.0,Dormant
3,222,2100.8,4.04.04.0,Champions
324,11,330.9,1.01.02.0,Dormant
59,148,3160.0,2.04.04.0,Champions
13,102,597.5,4.04.02.0,Regulars
31,370,10526.32,3.04.04.0,Champions
143,9,329.65,1.01.02.0,Dormant
30,79,1197.1000000000001,3.03.03.0,Regulars
107,40,428.18,2.02.02.0,Regulars
2,279,1894.35,4.04.04.0,Champions
205,10,155.9,1.01.01.0,Dormant
80,44,1859.16,2.03.04.0,Regulars
185,46,683.46,1.03.03.0,Regulars
170,12,237.61,1.01.01.0,Dormant
44,26,379.45,3.02.02.0,Regulars
174,6,178.51999999999998,1.01.01.0,Dormant
365,26,458.92,1.02.02.0,Dormant
304,8,133.35000000000002,1.01.01.0,Dormant
3,145,671.77,4.04.02.0,Champions
4,117,717.45,4.04.03.0,Champions
12,64,190.19,4.03.01.0,Regulars
32,109,899.61,3.04.03.0,Regulars
129,10,111.35,2.01.01.0,Dormant
21,67,726.05,3.03.03.0,Regulars
212,21,203.87,1.02.01.0,Dormant
323,94,602.09,1.03.02.0,Regulars
162,34,203.85999999999999,1.02.01.0,Dormant
56,28,244.1,2.02.01.0,Dormant
225,16,112.25,1.01.01.0,Dormant
72,193,1119.81,2.04.03.0,Regulars
44,16,98.0,3.01.01.0,Dormant
23,2,256.32,3.01.01.0,Dormant
173,114,566.6,1.04.02.0,Regulars
85,28,152.06,2.02.01.0,Dormant
159,32,155.8,1.02.01.0,Dormant
190,6,112.19999999999999,1.01.01.0,Dormant
29,19,110.38,3.02.01.0,Dormant
21,38,191.67,3.02.01.0,Regulars
71,34,800.24,2.02.03.0,Regulars
247,12,72.9,1.01.01.0,Dormant
374,58,243.28,1.03.01.0,Dormant
9,39,366.23,4.02.02.0,Regulars
310,38,311.01,1.02.02.0,Dormant
59,59,411.6,2.03.02.0,Regulars
4,80,336.43,4.03.02.0,Regulars
45,94,341.28,3.03.02.0,Regulars
88,23,1304.04,2.02.03.0,Regulars
4,696,4204.1,4.04.04.0,Champions
64,145,826.52,2.04.03.0,Regulars
282,1,207.50000000000003,1.01.01.0,Dormant
12,31,2962.5,4.02.04.0,Champions
373,1,244.08,1.01.01.0,Dormant
133,21,397.29,2.02.02.0,Dormant
45,23,212.54,3.02.01.0,Dormant
11,5,843.0,4.01.03.0,Regulars
36,39,1740.48,3.02.04.0,Regulars
134,65,408.36,2.03.02.0,Regulars
29,90,1331.57,3.03.03.0,Regulars
52,21,704.25,2.02.03.0,Regulars
138,29,145.79,2.02.01.0,Dormant
5,77,389.84,4.03.02.0,Regulars
9,43,4301.22,4.03.04.0,Champions
160,12,99.14,1.01.01.0,Dormant
49,19,4106.4400000000005,3.02.04.0,Regulars
131,2,304.56,2.01.01.0,Dormant
8,2,77.50000000000001,4.01.01.0,Dormant
233,20,149.57999999999998,1.02.01.0,Dormant
37,9,176.68,3.01.01.0,Dormant
147,1,358.56000000000006,1.01.02.0,Dormant
1,70,58510.48,4.03.04.0,Champions
72,71,482.2,2.03.02.0,Regulars
40,20,1008.5400000000001,3.02.03.0,Regulars
5,485,2332.72,4.04.04.0,Champions
199,19,557.3,1.02.02.0,Dormant
249,1,12.75,1.01.01.0,Dormant
66,31,111.68,2.02.01.0,Dormant
117,7,508.4599999999999,2.01.02.0,Dormant
171,26,73.78,1.02.01.0,Dormant
21,249,1296.44,3.04.03.0,Champions
142,35,102.83,2.02.01.0,Dormant
32,104,471.7,3.04.02.0,Regulars
38,329,2622.57,3.04.04.0,Champions
38,68,1098.43,3.03.03.0,Regulars
372,48,123.07,1.03.01.0,Dormant
374,85,277.35,1.03.01.0,Dormant
166,14,228.2,1.01.01.0,Dormant
211,31,582.59,1.02.02.0,Dormant
242,31,136.04,1.02.01.0,Dormant
52,15,337.04,2.01.02.0,Dormant
25,179,740.79,3.04.03.0,Regulars
15,296,4488.81,4.04.04.0,Champions
372,65,353.19,1.03.02.0,Dormant
29,21,288.14,3.02.01.0,Regulars
365,12,300.91999999999996,1.01.01.0,Dormant
36,146,757.71,3.04.03.0,Regulars
166,30,811.45,1.02.03.0,Regulars
145,48,152.68,1.03.01.0,Dormant
22,23,634.95,3.02.02.0,Regulars
56,1,20.8,2.01.01.0,Dormant
185,13,198.57,1.01.01.0,Dormant
12,38,201.12,4.02.01.0,Regulars
237,29,630.84,1.02.02.0,Dormant
225,5,93.35,1.01.01.0,Dormant
122,81,678.49,2.03.03.0,Regulars
282,2,76.1,1.01.01.0,Dormant
74,166,1970.6699999999998,2.04.04.0,Regulars
37,93,382.06,3.03.02.0,Regulars
12,58,417.23,4.03.02.0,Regulars
362,40,169.47,1.02.01.0,Dormant
4,60,249.72,4.03.01.0,Regulars
23,22,444.68,3.02.02.0,Regulars
70,30,2116.19,2.02.04.0,Regulars
235,32,257.34,1.02.01.0,Dormant
257,14,174.8,1.01.01.0,Dormant
373,28,102.78999999999999,1.02.01.0,Dormant
155,31,187.29,1.02.01.0,Dormant
28,32,166.42,3.02.01.0,Regulars
4,46,120.03,4.03.01.0,Regulars
32,123,1483.56,3.04.03.0,Regulars
81,3,523.0,2.01.02.0,Dormant
108,29,122.14,2.02.01.0,Dormant
52,5,38.45,2.01.01.0,Dormant
36,191,668.11,3.04.02.0,Regulars
153,21,389.78,1.02.02.0,Dormant
99,21,115.31,2.02.01.0,Dormant
4,9,230.64999999999998,4.01.01.0,Regulars
334,5,73.5,1.01.01.0,Dormant
65,34,97.97,2.02.01.0,Dormant
22,112,422.88,3.04.02.0,Regulars
36,53,730.4,3.03.03.0,Regulars
32,96,405.62,3.03.02.0,Regulars
154,19,70.02,1.02.01.0,Dormant
19,19,357.20000000000005,3.02.02.0,Regulars
12,472,4183.39,4.04.04.0,Champions
54,7,165.04999999999998,2.01.01.0,Dormant
25,121,559.51,3.04.02.0,Regulars
4,127,2088.6,4.04.04.0,Champions
45,47,189.4,3.03.01.0,Regulars
203,7,172.29000000000002,1.01.01.0,Dormant
359,5,74.4,1.01.01.0,Dormant
71,20,300.02,2.02.01.0,Dormant
7,360,6784.1900000000005,4.04.04.0,Champions
288,19,363.65,1.02.02.0,Dormant
10,3,170.16,4.01.01.0,Dormant
23,19,306.46,3.02.01.0,Regulars
22,46,2119.41,3.03.04.0,Regulars
173,27,720.52,1.02.03.0,Regulars
133,7,814.0,2.01.03.0,Dormant
6,137,2392.83,4.04.04.0,Champions
75,10,318.0,2.01.02.0,Dormant
40,37,396.33,3.02.02.0,Regulars
289,1,101.69999999999999,1.01.01.0,Dormant
26,470,2036.67,3.04.04.0,Champions
258,25,453.0,1.02.02.0,Dormant
186,18,247.44,1.02.01.0,Dormant
114,73,3877.5200000000004,2.03.04.0,Regulars
374,13,489.6,1.01.02.0,Dormant
23,142,2611.75,3.04.04.0,Champions
8,227,2633.0099999999998,4.04.04.0,Champions
217,29,336.13,1.02.02.0,Dormant
45,127,3651.97,3.04.04.0,Champions
19,2,1231.5,3.01.03.0,Dormant
36,17,343.45,3.01.02.0,Dormant
26,73,703.37,3.03.03.0,Regulars
16,1,90.47999999999999,4.01.01.0,Dormant
330,29,689.95,1.02.03.0,Dormant
274,7,101.34,1.01.01.0,Dormant
98,2,4055.7199999999993,2.01.04.0,Dormant
61,39,167.67000000000002,2.02.01.0,Dormant
2,89,9068.26,4.03.04.0,Champions
93,36,2106.52,2.02.04.0,Regulars
82,70,3017.3,2.03.04.0,Regulars
313,21,580.0500000000001,1.02.02.0,Dormant
12,213,911.15,4.04.03.0,Champions
8,108,2697.8,4.04.04.0,Champions
127,19,168.31,2.02.01.0,Dormant
11,41,223.65,4.02.01.0,Regulars
1,431,259657.3,4.04.04.0,Champions
37,38,754.64,3.02.03.0,Regulars
38,18,113.48000000000002,3.02.01.0,Dormant
330,39,430.7,1.02.02.0,Dormant
254,17,271.0,1.01.01.0,Dormant
2,444,8052.97,4.04.04.0,Champions
20,46,236.3,3.03.01.0,Regulars
12,26,352.69,4.02.02.0,Regulars
369,1,76.32000000000001,1.01.01.0,Dormant
290,28,220.1,1.02.01.0,Dormant
68,378,1418.03,2.04.03.0,Champions
26,74,320.72,3.03.02.0,Regulars
11,1279,5653.82,4.04.04.0,Champions
368,30,181.12,1.02.01.0,Dormant
214,17,111.15,1.01.01.0,Dormant
149,32,673.1,1.02.02.0,Regulars
8,364,1826.21,4.04.04.0,Champions
24,36,589.4399999999999,3.02.02.0,Regulars
30,196,1142.99,3.04.03.0,Regulars
61,56,206.82999999999998,2.03.01.0,Regulars
19,47,348.73,3.03.02.0,Regulars
243,14,112.55000000000001,1.01.01.0,Dormant
15,70,1059.39,4.03.03.0,Regulars
212,1,931.4999999999999,1.01.03.0,Dormant
29,20,681.9100000000001,3.02.03.0,Regulars
63,38,784.33,2.02.03.0,Regulars
295,8,152.65,1.01.01.0,Dormant
18,159,8438.34,4.04.04.0,Champions
157,15,1019.52,1.01.03.0,Dormant
117,61,1000.16,2.03.03.0,Regulars
8,43,2888.75,4.03.04.0,Champions
13,221,2861.55,4.04.04.0,Champions
141,10,160.35000000000002,2.01.01.0,Dormant
46,7,179.33999999999997,3.01.01.0,Dormant
51,16,612.0799999999999,3.01.02.0,Regulars
32,37,566.58,3.02.02.0,Regulars
135,38,653.35,2.02.02.0,Regulars
3,21,399.19,4.02.02.0,Regulars
75,25,371.62,2.02.02.0,Dormant
13,140,734.94,4.04.03.0,Regulars
9,34,453.4,4.02.02.0,Regulars
301,23,530.15,1.02.02.0,Dormant
57,39,638.0600000000001,2.02.02.0,Regulars
15,80,1618.69,4.03.03.0,Champions
37,24,399.65000000000003,3.02.02.0,Regulars
177,10,302.46000000000004,1.01.01.0,Dormant
23,37,1384.8600000000001,3.02.03.0,Regulars
176,131,1169.94,1.04.03.0,Regulars
61,9,202.65,2.01.01.0,Dormant
33,38,980.31,3.02.03.0,Regulars
59,54,1231.31,2.03.03.0,Regulars
15,189,7561.68,4.04.04.0,Champions
87,31,2106.84,2.02.04.0,Regulars
7,1,104.0,4.01.01.0,Dormant
358,30,476.35,1.02.02.0,Dormant
31,74,1341.42,3.03.03.0,Regulars
129,97,1590.81,2.03.03.0,Regulars
9,90,1793.17,4.03.04.0,Champions
5,119,1843.75,4.04.04.0,Champions
24,44,382.8,3.03.02.0,Regulars
227,37,632.07,1.02.02.0,Regulars
15,1,49.8,4.01.01.0,Dormant
249,17,304.25,1.01.01.0,Dormant
15,71,2001.04,4.03.04.0,Champions
78,68,1090.24,2.03.03.0,Regulars
192,15,284.46000000000004,1.01.01.0,Dormant
262,7,207.79999999999998,1.01.01.0,Dormant
72,45,957.97,2.03.03.0,Regulars
165,16,243.76,1.01.01.0,Dormant
82,7,973.8399999999999,2.01.03.0,Dormant
95,141,689.13,2.04.03.0,Regulars
4,159,5425.56,4.04.04.0,Champions
106,32,163.8,2.02.01.0,Dormant
200,68,1396.99,1.03.03.0,Regulars
157,19,160.42000000000002,1.02.01.0,Dormant
71,200,1993.7,2.04.04.0,Regulars
36,32,517.36,3.02.02.0,Regulars
29,8,139.10000000000002,3.01.01.0,Dormant
2,134,2621.38,4.04.04.0,Champions
26,42,600.07,3.03.02.0,Regulars
326,43,248.42,1.03.01.0,Dormant
237,15,232.48000000000002,1.01.01.0,Dormant
89,13,299.34000000000003,2.01.01.0,Dormant
31,26,481.75,3.02.02.0,Regulars
29,31,621.75,3.02.02.0,Regulars
211,21,662.08,1.02.02.0,Dormant
3,114,2069.77,4.04.04.0,Champions
227,2,305.28000000000003,1.01.01.0,Dormant
22,64,1041.61,3.03.03.0,Regulars
93,19,443.0,2.02.02.0,Dormant
5,272,6484.54,4.04.04.0,Champions
264,10,158.95000000000002,1.01.01.0,Dormant
3,271,5509.12,4.04.04.0,Champions
44,242,5228.05,3.04.04.0,Champions
218,5,93.75,1.01.01.0,Dormant
57,30,779.9,2.02.03.0,Regulars
12,164,7276.900000000001,4.04.04.0,Champions
9,86,2810.2000000000003,4.03.04.0,Champions
192,124,2083.27,1.04.04.0,Regulars
82,37,592.97,2.02.02.0,Regulars
326,1,440.0,1.01.02.0,Dormant
72,104,1796.48,2.04.04.0,Regulars
30,49,882.24,3.03.03.0,Regulars
3,61,987.1,4.03.03.0,Champions
219,88,1561.6100000000001,1.03.03.0,Regulars
46,6,422.58,3.01.02.0,Dormant
10,104,2073.09,4.04.04.0,Champions
72,78,2232.4900000000002,2.03.04.0,Regulars
7,175,2567.06,4.04.04.0,Champions
24,4,596.1,3.01.02.0,Dormant
123,47,804.02,2.03.03.0,Regulars
17,8,95.34,4.01.01.0,Dormant
310,21,349.27,1.02.02.0,Dormant
87,16,4314.72,2.01.04.0,Regulars
51,98,526.67,3.03.02.0,Regulars
89,6,103.3,2.01.01.0,Dormant
39,118,2337.63,3.04.04.0,Regulars
25,42,2338.6000000000004,3.03.04.0,Regulars
173,134,2643.2000000000003,1.04.04.0,Regulars
43,21,324.24,3.02.02.0,Regulars
140,13,149.48,2.01.01.0,Dormant
26,61,1213.1599999999999,3.03.03.0,Regulars
72,46,801.51,2.03.03.0,Regulars
134,1,25.5,2.01.01.0,Dormant
366,7,168.6,1.01.01.0,Dormant
38,11,283.15,3.01.01.0,Dormant
3,166,3078.58,4.04.04.0,Champions
2,3,204.0,4.01.01.0,Dormant
30,11,175.92,3.01.01.0,Dormant
44,14,335.86,3.01.02.0,Dormant
58,8,110.38,2.01.01.0,Dormant
74,9,173.9,2.01.01.0,Dormant
278,10,180.60000000000002,1.01.01.0,Dormant
181,7,80.82,1.01.01.0,Dormant
8,12,178.05,4.01.01.0,Regulars
4,756,2094.88,4.04.04.0,Champions
43,70,1837.28,3.03.04.0,Regulars
